"tract","density_q","distance_to_centroid"
"25027727100","Q1_low",6.86282221981254
"25027728100","Q1_low",6.25386320305515
"25027728200","Q1_low",4.6779430688917
"25027728300","Q2",5.26073672720959
"25027728400","Q1_low",4.25024921769004
"25027729100","Q1_low",6.09336224228121
"25027729200","Q2",4.58587737941744
"25027730100","Q3",5.49588932766926
"25027730200","Q2",6.16429660496236
"25027730300","Q3",7.27191947886646
"25027730401","Q4_high",6.89775638402237
"25027730402","Q3",7.49276552687628
"25027730500","Q4_high",4.95734332724704
"25027730600","Q2",6.32619746306451
"25027730700","Q2",4.38152275331267
"25027730801","Q1_low",6.74682895780919
"25027730802","Q2",4.89527492887973
"25027730901","Q2",5.51800740158907
"25027730902","Q2",4.42442208958981
"25027731001","Q2",8.89668856988789
"25027731002","Q3",4.70047332063788
"25027731101","Q3",6.04381198383693
"25027731102","Q3",6.01621407549265
"25027731202","Q4_high",11.252151026477
"25027731203","Q4_high",5.53150298888623
"25027731204","Q4_high",5.80611301348127
"25027731300","Q3",6.44516200196803
"25027731400","Q4_high",6.22132118479882
"25027731500","Q4_high",6.76845952887851
"25027731601","Q4_high",6.89368830256018
"25027731602","Q4_high",9.28660309792002
"25027731700","Q4_high",5.64816291177792
"25027731801","Q4_high",3.31497243530287
"25027731802","Q4_high",6.65846386078694
"25027731900","Q4_high",8.49746567520158
"25027732001","Q3",9.70485157595832
"25027732002","Q4_high",5.42756589115721
"25027732201","Q4_high",6.92852475573465
"25027732202","Q2",6.61079588491586
"25027732203","Q3",6.20092988122342
"25027732301","Q3",4.47655240089389
"25027732302","Q2",4.99255612584135
"25027732400","Q3",6.21379518809438
"25027732500","Q4_high",6.6628973482917
"25027732600","Q2",5.09720100652086
"25027732700","Q3",6.46016977434007
"25027732801","Q3",6.20885088618389
"25027732802","Q2",9.15450560438753
"25027732901","Q4_high",10.0448314067085
"25027732902","Q4_high",10.4356900791599
"25027733000","Q4_high",8.74854151545649
"25027733101","Q3",6.85495513519323
"25027733102","Q4_high",5.23511749618064
"25027735100","Q1_low",6.17788538858002
"25027735200","Q1_low",6.08109066360783
"25027736100","Q2",7.50269522693429
"25027736200","Q1_low",4.90564118808186
"25027736300","Q3",6.16969688907415
"25027736400","Q2",7.4726349725348
"25027736500","Q2",5.41295587033794
"25027737100","Q2",7.37575291978836
"25027737200","Q3",5.37962255577224
"25027737300","Q1_low",5.20159641104081
"25027738100","Q1_low",4.515891977426
"25027738201","Q1_low",4.65160425252462
"25027738202","Q1_low",4.68454285220133
"25027739101","Q2",6.72868008964879
"25027739102","Q3",7.80526599627007
"25027739201","Q3",6.06517342388001
"25027739202","Q3",4.27921976664081
"25027739300","Q2",4.89160679556755
"25027739401","Q2",5.76610496648936
"25027739402","Q1_low",4.36549956277221
"25027739500","Q1_low",6.95364912163846
"25027740101","Q2",5.0758108997417
"25027740102","Q2",9.13378795302101
"25027740200","Q2",4.86707397556291
"25027741101","Q2",6.87112456670641
"25027741102","Q2",7.95602455202482
"25027742300","Q3",4.53583195890932
"25027742401","Q1_low",7.95871101950417
"25027742402","Q2",5.23610702796492
"25027743100","Q1_low",3.73613605995505
"25027744102","Q2",3.95564082929746
"25027744103","Q1_low",4.61051995024295
"25027744104","Q1_low",5.79093884640121
"25027744201","Q2",5.96167469295007
"25027744202","Q4_high",7.35017333679573
"25027744300","Q4_high",4.85063768893021
"25027744400","Q4_high",7.031792562483
"25027745100","Q2",6.08752389643538
"25027746100","Q1_low",4.77125978388411
"25027747101","Q1_low",8.33052055777756
"25027747102","Q1_low",6.05598511314532
"25027748100","Q1_low",3.68236973748653
"25027749100","Q1_low",7.06398629731445
"25027749200","Q1_low",4.83370489901758
"25027750100","Q2",6.72254441053644
"25027750200","Q1_low",6.53365974274363
"25027750300","Q1_low",6.77997208691319
"25027751101","Q1_low",7.12013980580796
"25027751102","Q1_low",5.96361200889277
"25027752101","Q1_low",5.63783210221017
"25027752102","Q1_low",3.87254983414976
"25027753100","Q1_low",6.94703633827932
"25027753200","Q2",4.87385247814186
"25027754100","Q2",6.58416463752113
"25027754200","Q3",5.43846651710354
"25027754300","Q3",5.88286409825687
"25027754400","Q2",8.0338193955019
"25027755100","Q2",4.94319593819706
"25027755201","Q1_low",7.630002028717
"25027755202","Q1_low",8.12093958087116
"25027756101","Q1_low",6.22012845772933
"25027756102","Q1_low",6.36788725294868
"25027757100","Q1_low",5.67789560310937
"25027757200","Q4_high",6.43005704478601
"25027757300","Q4_high",7.26940471268857
"25027757400","Q2",7.301307713883
"25027757500","Q1_low",5.61422766501177
"25027758101","Q1_low",7.39897578373112
"25027758103","Q1_low",6.7581425051922
"25027758104","Q2",6.23846371626274
"25027759100","Q1_low",4.8327287275692
"25027760100","Q1_low",4.8420306326539
"25027761100","Q1_low",5.28533194278254
"25027761200","Q3",7.24011191068916
"25027761300","Q2",8.75347523349131
"25027761401","Q1_low",5.45658725959377
"25027761402","Q2",8.06454714189562
